Date,Close,High,Low,Open,Volume
2024-10-07,70.93000030517578,76.48999786376953,70.93000030517578,75.63999938964844,76807728
2024-10-08,73.63999938964844,74.19999694824219,66.0999984741211,68.0999984741211,135896990
2024-10-09,76.69000244140625,80.5999984741211,74.55000305175781,74.58999633789062,136134618
2024-10-10,75.44000244140625,77.88999938964844,74.66999816894531,77.5,71016473
2024-10-11,74.38999938964844,76.06999969482422,74.25,75.75,32799505
2024-10-14,74.01000213623047,75.0,73.75,74.6500015258789,24979009
2024-10-15,73.70999908447266,74.23999786376953,72.1500015258789,74.0999984741211,42418804
2024-10-16,75.05000305175781,75.6500015258789,73.5199966430664,73.70999908447266,47156496
2024-10-17,73.01000213623047,75.44999694824219,72.4000015258789,75.38999938964844,32194681
2024-10-18,72.19000244140625,73.3499984741211,71.0999984741211,72.9000015258789,36018706
2024-10-21,70.62999725341797,72.7699966430664,70.30000305175781,72.48999786376953,27026007
2024-10-22,68.55999755859375,71.30000305175781,67.5,70.58999633789062,67732028
2024-10-23,68.8499984741211,69.94000244140625,66.0999984741211,67.30000305175781,55215451
2024-10-24,69.1500015258789,71.13999938964844,68.4000015258789,69.08000183105469,35058205
2024-10-25,67.47000122070312,70.30000305175781,66.0,69.87999725341797,49452859
2024-10-28,70.83999633789062,72.5999984741211,66.13999938964844,68.0,81820533
2024-10-29,68.87000274658203,73.5,66.81999969482422,72.75,129971042
2024-10-30,68.12999725341797,69.62999725341797,67.55999755859375,68.98999786376953,52761387
2024-10-31,66.94999694824219,68.44000244140625,66.69999694824219,67.95999908447266,41454018
2024-11-01,68.13999938964844,68.4000015258789,67.19999694824219,67.30000305175781,14965199
2024-11-04,66.31999969482422,68.23999786376953,65.19999694824219,68.19000244140625,55381082
2024-11-05,67.37000274658203,68.25,65.52999877929688,66.30000305175781,45626050
2024-11-06,69.31999969482422,69.8499984741211,67.41999816894531,68.0,50008246
2024-11-07,66.80000305175781,69.44999694824219,66.44000244140625,69.44999694824219,49354800
2024-11-08,62.5,66.58999633789062,61.84000015258789,66.58999633789062,86095752
2024-11-11,62.15999984741211,63.13999938964844,58.560001373291016,61.5,128104971
2024-11-12,59.38999938964844,62.869998931884766,59.099998474121094,62.15999984741211,67563924
2024-11-13,54.029998779296875,59.279998779296875,53.45000076293945,58.0,194511406
2024-11-14,56.72999954223633,56.72999954223633,53.650001525878906,54.029998779296875,56957801
2024-11-18,59.2599983215332,59.560001373291016,56.79999923706055,59.45000076293945,119110598
2024-11-19,62.220001220703125,62.220001220703125,59.41999816894531,60.5,74476083
2024-11-21,65.33000183105469,65.33000183105469,63.5,63.900001525878906,131579845
2024-11-22,65.22000122070312,68.33000183105469,64.5999984741211,66.80000305175781,130345329
2024-11-25,64.2300033569336,67.5,63.709999084472656,67.0,123922270
2024-11-26,63.56999969482422,64.8499984741211,63.29999923706055,64.63999938964844,35463228
2024-11-27,63.59000015258789,64.29000091552734,62.709999084472656,63.880001068115234,37152591
2024-11-28,63.72999954223633,65.5,62.900001525878906,63.689998626708984,42559541
2024-11-29,62.97999954223633,64.22000122070312,62.40999984741211,63.900001525878906,54815057
2024-12-02,66.12000274658203,66.12000274658203,62.279998779296875,63.11000061035156,61128869
2024-12-03,65.4000015258789,67.30000305175781,65.0,66.79000091552734,91100475
2024-12-04,67.72000122070312,68.44999694824219,65.33999633789062,65.9000015258789,97607170
2024-12-05,68.26000213623047,68.80000305175781,66.87999725341797,68.19999694824219,56295912
2024-12-06,67.38999938964844,68.38999938964844,67.27999877929688,68.0,38528682
2024-12-09,67.36000061035156,67.80000305175781,66.4000015258789,67.37999725341797,34635931
2024-12-10,66.55000305175781,67.36000061035156,65.86000061035156,67.30000305175781,29542425
2024-12-11,66.12000274658203,67.19999694824219,65.8499984741211,66.41999816894531,32530712
2024-12-12,65.69999694824219,66.43000030517578,64.86000061035156,65.61000061035156,33619161
2024-12-13,66.19999694824219,67.68000030517578,65.26000213623047,65.5,47952699
2024-12-16,66.36000061035156,68.62000274658203,66.16000366210938,67.5,56788124
2024-12-17,69.55999755859375,69.66999816894531,66.20999908447266,66.36000061035156,188345914
2024-12-18,67.94999694824219,70.18000030517578,67.37000274658203,69.80000305175781,68899550
2024-12-19,67.05000305175781,68.58000183105469,66.19999694824219,66.5,56237783
2024-12-20,64.12999725341797,67.79000091552734,63.95000076293945,67.55000305175781,55042543
2024-12-23,63.86000061035156,65.16000366210938,63.279998779296875,65.16000366210938,30077026
2024-12-24,64.87000274658203,65.37999725341797,63.77000045776367,63.97999954223633,24810689
2024-12-26,64.33999633789062,65.1500015258789,63.869998931884766,64.98999786376953,19522002
2024-12-27,63.25,64.7300033569336,63.0,64.5,20617504
2024-12-30,61.41999816894531,63.88999938964844,61.11000061035156,63.189998626708984,50198161
2024-12-31,62.220001220703125,62.41999816894531,61.060001373291016,61.4900016784668,34983814
2025-01-01,65.33000183105469,65.33000183105469,62.06999969482422,62.63999938964844,62229972
2025-01-02,62.91999816894531,65.0999984741211,62.54999923706055,65.0,67889756
2025-01-03,61.95000076293945,63.25,61.79999923706055,63.0,42686992
2025-01-06,58.849998474121094,62.119998931884766,58.849998474121094,62.04999923706055,62445389
2025-01-07,60.880001068115234,61.790000915527344,58.060001373291016,58.060001373291016,59115926
2025-01-08,60.029998779296875,61.0,59.0,60.79999923706055,37159538
2025-01-09,57.880001068115234,60.349998474121094,57.650001525878906,60.34000015258789,35053006
2025-01-10,55.56999969482422,58.150001525878906,55.5,58.0,64397011
2025-01-13,54.45000076293945,57.0,53.97999954223633,54.5,92083914
2025-01-14,57.16999816894531,57.16999816894531,55.11000061035156,55.20000076293945,41045252
2025-01-15,57.2599983215332,59.79999923706055,56.810001373291016,57.16999816894531,65243228
2025-01-16,56.869998931884766,59.189998626708984,56.70000076293945,58.7599983215332,39797323
2025-01-17,56.84000015258789,57.38999938964844,55.939998626708984,57.0,41806502
2025-01-20,58.09000015258789,58.790000915527344,56.2599983215332,57.52000045776367,49547406
2025-01-21,57.43000030517578,58.470001220703125,56.349998474121094,58.349998474121094,33972001
2025-01-22,55.119998931884766,57.84000015258789,54.54999923706055,57.43000030517578,48986568
2025-01-23,54.310001373291016,56.63999938964844,54.189998626708984,55.119998931884766,49582278
2025-01-24,52.540000915527344,54.9900016784668,52.150001525878906,54.900001525878906,64210167
2025-01-27,50.22999954223633,52.47999954223633,49.90999984741211,52.400001525878906,66288203
2025-01-28,50.2599983215332,51.59000015258789,47.810001373291016,50.59000015258789,86563217
2025-01-29,52.77000045776367,52.77000045776367,52.77000045776367,52.77000045776367,13990368
2025-01-30,55.400001525878906,55.400001525878906,55.400001525878906,55.400001525878906,10961611
2025-01-31,58.16999816894531,58.16999816894531,56.54999923706055,57.0,111500110
2025-02-01,58.15999984741211,61.06999969482422,56.5099983215332,60.5,168912946
2025-02-03,56.369998931884766,59.099998474121094,55.40999984741211,57.779998779296875,93425367
2025-02-04,56.91999816894531,57.97999954223633,55.959999084472656,57.189998626708984,42367489
2025-02-05,55.900001525878906,57.77000045776367,55.77000045776367,57.2400016784668,37787329
2025-02-06,54.91999816894531,56.380001068115234,54.54999923706055,55.90999984741211,31769107
2025-02-07,53.61000061035156,55.08000183105469,52.91999816894531,54.970001220703125,38821987
2025-02-10,52.720001220703125,54.38999938964844,52.310001373291016,53.38999938964844,31170558
2025-02-11,51.9900016784668,53.04999923706055,50.31999969482422,52.849998474121094,49471491
2025-02-12,52.400001525878906,52.9900016784668,49.04999923706055,51.9900016784668,69163693
2025-02-13,53.349998474121094,53.95000076293945,52.290000915527344,52.810001373291016,41607228
2025-02-14,51.13999938964844,53.880001068115234,50.45000076293945,53.54999923706055,45983899
2025-02-17,51.41999816894531,51.689998626708984,49.5,51.0,46742293
2025-02-18,50.63999938964844,51.349998474121094,49.4900016784668,51.0,38970008
2025-02-19,54.15999984741211,55.279998779296875,49.84000015258789,50.29999923706055,71927816
2025-02-20,54.880001068115234,55.349998474121094,53.25,54.0,38873355
2025-02-21,55.16999816894531,56.29999923706055,54.29999923706055,54.900001525878906,56799902
2025-02-24,54.290000915527344,54.70000076293945,53.45000076293945,54.599998474121094,43162800
2025-02-25,54.58000183105469,55.08000183105469,54.27000045776367,54.290000915527344,21791959
2025-02-27,52.130001068115234,54.939998626708984,51.75,54.63999938964844,39073334
2025-02-28,49.709999084472656,51.900001525878906,49.5099983215332,51.209999084472656,93211241
2025-03-03,49.779998779296875,51.189998626708984,46.599998474121094,50.04999923706055,108578059
2025-03-04,50.11000061035156,51.4900016784668,48.52000045776367,48.849998474121094,67731679
2025-03-05,51.4900016784668,52.04999923706055,50.5099983215332,50.599998474121094,72632328
2025-03-06,52.099998474121094,52.88999938964844,51.720001220703125,52.689998626708984,56090540
2025-03-07,54.91999816894531,56.939998626708984,51.599998474121094,51.9900016784668,106855231
2025-03-10,53.2400016784668,56.790000915527344,52.7599983215332,55.11000061035156,81450055
2025-03-11,53.7599983215332,54.150001525878906,51.630001068115234,52.02000045776367,58522186
2025-03-12,53.849998474121094,54.45000076293945,52.77000045776367,54.060001373291016,48314005
2025-03-13,54.58000183105469,55.0,53.619998931884766,54.349998474121094,43837645
2025-03-17,54.5,56.5,54.25,54.7400016784668,54133917
2025-03-18,54.5,54.5,54.5,54.5,0
2025-03-19,57.7599983215332,58.0,55.34000015258789,55.38999938964844,79465967
2025-03-20,58.38999938964844,59.400001525878906,56.68000030517578,58.900001525878906,51729766
2025-03-21,56.5,58.650001525878906,55.939998626708984,58.380001068115234,104724888
2025-03-24,57.90999984741211,58.36000061035156,57.04999923706055,57.689998626708984,58367956
2025-03-25,57.650001525878906,59.47999954223633,57.04999923706055,58.459999084472656,66615843
2025-03-26,57.43000030517578,58.630001068115234,56.29999923706055,57.900001525878906,52250161
2025-03-27,57.0099983215332,57.939998626708984,56.439998626708984,57.11000061035156,49678644
2025-03-28,56.65999984741211,58.400001525878906,56.400001525878906,57.36000061035156,43376048
2025-04-01,55.75,56.97999954223633,55.11000061035156,55.5,40810312
2025-04-02,57.43000030517578,57.7400016784668,54.36000061035156,55.84000015258789,49530064
2025-04-03,57.4900016784668,57.81999969482422,56.20000076293945,56.209999084472656,42914792
2025-04-04,55.36000061035156,57.5,54.65999984741211,57.4900016784668,51863551
2025-04-07,52.119998931884766,53.099998474121094,46.150001525878906,46.900001525878906,81905901
2025-04-08,53.08000183105469,54.34000015258789,52.72999954223633,54.34000015258789,40949448
2025-04-09,51.209999084472656,53.7599983215332,51.0099983215332,53.06999969482422,50850121
2025-04-11,53.0,53.959999084472656,52.15999984741211,53.959999084472656,49591603
2025-04-15,54.369998931884766,55.65999984741211,53.90999984741211,54.880001068115234,58941572
2025-04-16,54.34000015258789,54.88999938964844,53.849998474121094,54.5099983215332,34690956
2025-04-17,55.06999969482422,55.720001220703125,54.0099983215332,54.33000183105469,54279879
2025-04-21,60.290000915527344,61.099998474121094,55.5,55.54999923706055,169658526
2025-04-22,59.27000045776367,61.58000183105469,59.02000045776367,60.95000076293945,89155646
2025-04-23,59.9900016784668,60.16999816894531,58.130001068115234,59.68000030517578,97968387
2025-04-24,60.11000061035156,61.4900016784668,59.720001220703125,60.0,97850644
2025-04-25,58.29999923706055,60.45000076293945,56.720001220703125,60.310001373291016,104362729
2025-04-28,57.779998779296875,58.4900016784668,57.0,57.5,50641247
2025-04-29,57.70000076293945,59.5,57.349998474121094,58.0,51629064
2025-04-30,56.400001525878906,57.900001525878906,56.0,57.70000076293945,55507075
2025-05-02,56.130001068115234,56.9900016784668,55.86000061035156,56.15999984741211,35493371
2025-05-05,56.91999816894531,57.25,56.349998474121094,56.5,30173749
2025-05-06,53.7400016784668,57.4900016784668,53.41999816894531,57.0,59698908
2025-05-07,54.70000076293945,55.18000030517578,52.400001525878906,52.400001525878906,100831859
2025-05-08,53.150001525878906,55.97999954223633,52.79999923706055,55.5,65062799
2025-05-09,52.66999816894531,53.0,51.099998474121094,51.25,68598385
2025-05-12,56.95000076293945,57.400001525878906,55.2400016784668,56.2400016784668,89597903
2025-05-13,57.599998474121094,58.16999816894531,56.709999084472656,57.20000076293945,55623455
2025-05-14,59.91999816894531,60.400001525878906,57.400001525878906,57.900001525878906,97734016
2025-05-15,61.220001220703125,61.77000045776367,60.099998474121094,60.400001525878906,79989466
2025-05-16,61.08000183105469,62.130001068115234,60.349998474121094,61.599998474121094,77800547
2025-05-19,61.529998779296875,62.599998474121094,61.119998931884766,61.209999084472656,53353255
2025-05-20,60.349998474121094,62.189998626708984,60.099998474121094,61.95000076293945,64416562
2025-05-21,61.279998779296875,61.650001525878906,59.349998474121094,60.20000076293945,57916922
2025-05-22,61.0099983215332,61.720001220703125,60.349998474121094,61.0,43220436
2025-05-23,62.209999084472656,62.900001525878906,60.65999984741211,61.45000076293945,90698519
2025-05-26,64.37000274658203,65.94999694824219,62.7400016784668,62.83000183105469,127004476
2025-05-27,65.38999938964844,66.0,63.61000061035156,64.9000015258789,125848116
2025-05-28,66.31999969482422,68.5,65.51000213623047,65.70999908447266,162393521
2025-05-29,65.41999816894531,67.61000061035156,64.75,67.19000244140625,106020315
2025-05-30,71.4800033569336,74.30000305175781,70.55000305175781,71.5,547640042
2025-06-02,71.19000244140625,73.5,70.70999908447266,72.19999694824219,173588228
2025-06-03,68.1500015258789,72.4000015258789,67.9000015258789,71.69999694824219,166631797
2025-06-04,66.72000122070312,68.58000183105469,66.5,68.3499984741211,125734824
2025-06-05,66.7699966430664,68.5999984741211,66.5,67.0,116558636
2025-06-06,66.70999908447266,67.5,66.0999984741211,67.4000015258789,75950376
2025-06-09,67.12999725341797,68.30000305175781,67.0,67.75,110914040
2025-06-10,68.29000091552734,69.5,66.80000305175781,67.83000183105469,158113094
2025-06-11,67.58999633789062,69.4000015258789,67.12000274658203,68.5999984741211,99916334
2025-06-12,65.68000030517578,67.88999938964844,65.5,67.75,91116082
2025-06-13,64.7300033569336,65.4800033569336,63.31999969482422,64.19000244140625,90307455
2025-06-16,65.41000366210938,65.80000305175781,63.15999984741211,64.5,82798745
2025-06-17,64.5199966430664,65.87000274658203,64.11000061035156,65.41000366210938,62347373
2025-06-18,64.06999969482422,65.23999786376953,63.810001373291016,64.5199966430664,49246678
2025-06-19,62.529998779296875,64.4000015258789,61.7599983215332,64.0,90679408
2025-06-20,63.22999954223633,64.4800033569336,62.41999816894531,62.560001373291016,155351419
2025-06-23,62.790000915527344,63.20000076293945,62.04999923706055,62.599998474121094,48152988
2025-06-24,64.38999938964844,64.66999816894531,63.2599983215332,63.70000076293945,84498836
2025-06-25,64.31999969482422,64.9000015258789,63.90999984741211,64.9000015258789,51596980
2025-06-26,64.52999877929688,65.56999969482422,64.08000183105469,64.54000091552734,63684828
2025-06-27,67.31999969482422,67.69999694824219,64.44999694824219,64.80000305175781,157324744
2025-06-30,67.72000122070312,68.16999816894531,66.5,67.6500015258789,100164317
2025-07-01,67.19999694824219,68.12000274658203,67.01000213623047,67.72000122070312,49316098
2025-07-02,64.79000091552734,67.5199966430664,64.4000015258789,67.37999725341797,72931988
2025-07-03,65.2699966430664,66.20999908447266,64.91999816894531,65.4000015258789,48302742
2025-07-04,65.52999877929688,65.69999694824219,64.91999816894531,65.5,32254269
2025-07-07,65.87999725341797,66.58999633789062,65.12999725341797,65.80000305175781,41996456
2025-07-08,66.26000213623047,66.5,65.30000305175781,65.79000091552734,40707600
2025-07-09,65.94000244140625,66.8499984741211,65.72000122070312,66.47000122070312,39940889
2025-07-10,65.97000122070312,66.54000091552734,65.51000213623047,66.0,31012486
2025-07-11,65.91999816894531,66.26000213623047,65.25,65.97000122070312,32762054
2025-07-14,65.44000244140625,66.44000244140625,65.26000213623047,66.22000122070312,37954638
2025-07-15,67.16999816894531,67.4000015258789,65.47000122070312,65.47000122070312,68141681
2025-07-16,67.02999877929688,68.30000305175781,66.8499984741211,67.30000305175781,52713937
2025-07-17,66.26000213623047,67.13999938964844,66.05000305175781,67.0999984741211,31477927
2025-07-18,65.05999755859375,66.58999633789062,64.7699966430664,66.26000213623047,37155281
2025-07-21,66.41999816894531,66.5,65.0,65.23999786376953,35813725
2025-07-22,66.58000183105469,66.77999877929688,65.69999694824219,66.68000030517578,35735857
2025-07-23,65.9800033569336,66.44000244140625,65.5199966430664,66.0999984741211,32844030
2025-07-24,65.31999969482422,66.23999786376953,65.05000305175781,65.9800033569336,25857103
2025-07-25,63.619998931884766,65.31999969482422,62.83000183105469,65.30000305175781,55135489
2025-07-28,60.849998474121094,63.54999923706055,60.650001525878906,63.5,63833967
2025-07-29,61.790000915527344,62.61000061035156,59.95000076293945,60.689998626708984,53322991
2025-07-30,61.209999084472656,62.04999923706055,61.0099983215332,61.97999954223633,26142390
2025-07-31,61.599998474121094,62.02000045776367,59.779998779296875,60.04999923706055,52270070
2025-08-01,65.94999694824219,66.80000305175781,62.29999923706055,62.29999923706055,282885799
2025-08-04,65.0,66.80999755859375,64.6500015258789,66.5999984741211,72002898
2025-08-05,65.44000244140625,66.0999984741211,64.87000274658203,65.0,49369073
2025-08-06,65.26000213623047,65.8499984741211,64.56999969482422,65.77999877929688,47280146
2025-08-07,64.20999908447266,65.26000213623047,62.209999084472656,64.80999755859375,75542321
2025-08-08,63.189998626708984,64.5199966430664,62.959999084472656,64.5,44361456
2025-08-11,63.31999969482422,64.77999877929688,62.88999938964844,63.20000076293945,56446107
2025-08-12,63.130001068115234,64.94999694824219,62.56999969482422,64.19999694824219,98199194
2025-08-13,60.380001068115234,63.79999923706055,60.099998474121094,63.150001525878906,173116275
2025-08-14,60.060001373291016,60.9900016784668,60.0,60.68000030517578,61474611
2025-08-18,58.06999969482422,61.63999938964844,56.619998931884766,61.5,175241892
2025-08-19,59.59000015258789,59.75,57.720001220703125,58.25,100339049
2025-08-20,59.849998474121094,60.349998474121094,59.20000076293945,59.650001525878906,59028795
2025-08-21,58.15999984741211,60.2400016784668,58.0099983215332,60.15999984741211,53042863
2025-08-22,58.5099983215332,59.290000915527344,58.060001373291016,58.38999938964844,67410588
2025-08-25,57.43000030517578,59.040000915527344,57.36000061035156,59.040000915527344,55015151
2025-08-26,56.970001220703125,57.45000076293945,56.61000061035156,57.040000915527344,54251386
2025-08-28,56.31999969482422,57.310001373291016,55.88999938964844,57.310001373291016,57742437
2025-08-29,56.43000030517578,57.150001525878906,55.529998779296875,56.349998474121094,66053084
2025-09-01,57.86000061035156,57.97999954223633,56.56999969482422,56.900001525878906,62787374
2025-09-02,58.25,59.099998474121094,57.900001525878906,58.45000076293945,72989341
2025-09-03,57.9900016784668,58.720001220703125,57.900001525878906,58.25,44161578
2025-09-04,57.41999816894531,58.900001525878906,57.27000045776367,58.7400016784668,45523685
2025-09-05,57.869998931884766,58.150001525878906,57.29999923706055,57.63999938964844,36924536
2025-09-08,57.45000076293945,58.25,57.349998474121094,58.099998474121094,31288449
2025-09-09,57.060001373291016,57.75,57.0,57.72999954223633,28437335
2025-09-10,57.56999969482422,58.029998779296875,57.209999084472656,57.29999923706055,37061910
2025-09-11,56.939998626708984,58.040000915527344,56.880001068115234,57.56999969482422,35651527
2025-09-12,57.11000061035156,57.41999816894531,56.72999954223633,57.2599983215332,30872715
2025-09-15,58.06999969482422,58.45000076293945,57.20000076293945,57.38999938964844,47861584
2025-09-16,58.97999954223633,59.650001525878906,58.290000915527344,58.29999923706055,83962341
2025-09-17,59.290000915527344,60.08000183105469,58.75,60.0,63663995
2025-09-18,59.08000183105469,59.65999984741211,58.75,59.40999984741211,34615017
2025-09-19,60.400001525878906,60.61000061035156,59.060001373291016,59.25,84643232
2025-09-22,59.93000030517578,60.970001220703125,59.66999816894531,60.400001525878906,62077740
2025-09-23,58.75,60.130001068115234,58.630001068115234,60.0,43152416
2025-09-24,57.5,58.880001068115234,57.36000061035156,58.779998779296875,36883372
2025-09-25,56.63999938964844,58.20000076293945,56.45000076293945,57.5,38206699
2025-09-26,55.279998779296875,57.22999954223633,55.150001525878906,56.959999084472656,54393034
2025-09-29,55.279998779296875,56.36000061035156,55.150001525878906,55.70000076293945,49687799
2025-09-30,55.04999923706055,55.459999084472656,54.40999984741211,55.380001068115234,57639009
2025-10-01,55.18000030517578,55.36000061035156,54.599998474121094,55.04999923706055,46144026
2025-10-03,54.459999084472656,55.47999954223633,53.849998474121094,55.439998626708984,69042422
2025-10-06,54.11000061035156,55.16999816894531,53.91999816894531,55.0,45009790
2025-10-07,54.0099983215332,54.79999923706055,53.95000076293945,54.349998474121094,50646458
2025-10-08,52.77000045776367,54.13999938964844,52.65999984741211,54.130001068115234,60453406
2025-10-09,53.16999816894531,53.529998779296875,52.54999923706055,52.79999923706055,63749358
2025-10-10,54.310001373291016,54.75,53.22999954223633,53.29999923706055,58987213
2025-10-13,54.349998474121094,54.47999954223633,53.720001220703125,54.290000915527344,44487704
2025-10-14,53.95000076293945,54.70000076293945,53.619998931884766,54.650001525878906,40526897
2025-10-15,53.72999954223633,54.599998474121094,53.58000183105469,54.209999084472656,56703266
2025-10-16,53.61000061035156,54.20000076293945,53.40999984741211,53.93000030517578,48868416
2025-10-17,52.91999816894531,53.95000076293945,52.0,53.61000061035156,173663310
2025-10-20,53.09000015258789,53.689998626708984,52.91999816894531,53.189998626708984,34409429
2025-10-21,54.18000030517578,54.34000015258789,53.400001525878906,53.599998474121094,22821584
2025-10-23,54.529998779296875,55.25,54.220001220703125,54.540000915527344,76480331
2025-10-24,53.81999969482422,55.18000030517578,53.650001525878906,54.68000030517578,44370005
2025-10-27,53.709999084472656,54.15999984741211,53.630001068115234,54.099998474121094,24719719
2025-10-28,56.220001220703125,56.470001220703125,53.599998474121094,53.709999084472656,134473878
2025-10-29,58.189998626708984,58.779998779296875,55.97999954223633,56.439998626708984,154967971
2025-10-30,58.5099983215332,59.33000183105469,57.91999816894531,58.5,83463327
2025-10-31,59.29999923706055,60.18000030517578,58.65999984741211,58.779998779296875,108026021
2025-11-03,59.2400016784668,59.880001068115234,58.529998779296875,59.470001220703125,75149800
2025-11-04,59.9900016784668,61.369998931884766,58.83000183105469,59.59000015258789,317089760
2025-11-06,59.61000061035156,61.5,59.459999084472656,61.5,147235071
2025-11-07,57.380001068115234,59.5,56.93000030517578,59.5,122840652
2025-11-10,57.43000030517578,58.20000076293945,57.0099983215332,57.900001525878906,63054794
2025-11-11,57.81999969482422,58.04999923706055,56.86000061035156,57.599998474121094,50483890
2025-11-12,58.47999954223633,58.95000076293945,57.66999816894531,58.20000076293945,53042828
2025-11-13,57.58000183105469,58.34000015258789,57.40999984741211,58.290000915527344,40221624
2025-11-14,57.68000030517578,58.290000915527344,57.029998779296875,57.5,41214942
2025-11-17,57.70000076293945,58.15999984741211,57.5,57.79999923706055,36049802
2025-11-18,56.900001525878906,57.880001068115234,56.70000076293945,57.880001068115234,29797672
2025-11-19,56.529998779296875,57.08000183105469,56.29999923706055,56.95000076293945,35976206
2025-11-20,56.70000076293945,57.150001525878906,56.52000045776367,56.599998474121094,37658777
2025-11-21,55.099998474121094,56.720001220703125,55.0,56.66999816894531,42894379
2025-11-24,54.61000061035156,55.540000915527344,54.400001525878906,55.099998474121094,96347031
2025-11-25,54.189998626708984,54.95000076293945,54.11000061035156,54.5,36680917
