Date,Close,High,Low,Open,Volume
2025-11-18,448.64215087890625,462.5176938358482,447.6474891717324,462.5176938358482,118788
2025-11-19,448.7416076660156,457.942228140507,443.61910612142105,448.6421354277908,180274
2025-11-20,444.4148254394531,450.4822677441509,442.6244465615199,450.4822677441509,124865
2025-11-21,439.73992919921875,450.63145624372504,437.65113362688464,444.41482082288866,152405
2025-11-24,428.0028991699219,442.37577226566964,424.72052784135116,442.37577226566964,180586
2025-11-25,425.9141540527344,433.47355872398174,422.8306966975328,430.19118724065936,214304
2025-11-26,439.9388427734375,442.077389639281,426.51091028110966,427.7542373637326,155225
2025-11-27,427.5055847167969,440.933517610217,425.5162613251791,440.6351312433407,179375
2025-11-28,422.58203125,430.39013170166925,421.2392318779211,427.5055884747344,113381
2025-12-01,414.2765808105469,422.582011730863,404.03157786874266,422.582011730863,379371
2025-12-02,407.9604797363281,415.0723046382633,405.62301873025655,411.88940549257603,167194
2025-12-03,408.507568359375,411.0439435278438,403.4347876677715,407.7118207943135,143326
2025-12-04,405.67279052734375,410.5466269078911,403.9818534533306,408.50758251393427,127399
2025-12-05,402.8379821777344,407.8112905996817,396.37268122920284,407.8112905996817,151643
2025-12-08,395.6266784667969,405.77223962277066,391.49883861532334,402.83797556015776,275925
2025-12-09,395.82562255859375,400.5502654772505,386.82391625866967,392.99083073646665,304923
2025-12-10,387.52020263671875,401.3459941331993,386.2271242197725,393.8860314169689,215314
2025-12-11,393.53790283203125,396.47216704331214,383.0939547883534,387.91807019374744,148149
2025-12-12,392.5929870605469,397.0689647325359,389.95710925886476,394.4828382288979,120430
2025-12-15,390.7528381347656,393.63735086995484,388.56457034687594,392.5929682716731,84495
2025-12-16,385.5805969238281,390.75284983848627,384.0388834507276,390.75284983848627,73825
2025-12-17,382.9944763183594,386.0282127230918,381.7511491905181,385.9287404819313,97362
2025-12-18,377.971435546875,383.7404611054612,374.53984063491225,383.7404611054612,119814
2025-12-19,379.5131530761719,383.4420788666065,374.49012371796977,376.5789193235848,204912
2025-12-22,383.09393310546875,390.70308874996994,379.4634241095606,382.8452676899317,237718
2025-12-23,410.14874267578125,416.76323666165007,383.14368460503454,387.76885526554946,578886
2025-12-24,419.7472229003906,423.02959425513905,402.48983693059085,407.8112829127018,417767
2025-12-26,415.0722961425781,419.4985526454931,411.93911800288083,417.807615691541,159084
2025-12-29,411.7899475097656,418.056304134352,403.83265383807935,415.0723190074697,190441
2025-12-30,407.3636779785156,413.431120283692,405.8219645198774,411.74021364432514,70559
2025-12-31,409.4524841308594,411.29261435306995,405.27492318940784,407.36368848280046,68815
2026-01-01,414.42578125,415.4701942226384,409.7011382888229,410.34766230731407,58630
2026-01-02,408.7562255859375,412.9337863887488,407.36367496366853,412.88406544709574,65332
2026-01-05,402.78826904296875,409.80062191197464,401.39571837409795,409.3032910601397,87551
2026-01-06,403.583984375,409.8006199938386,396.969490147489,402.88770904382363,115977
2026-01-07,401.84332275390625,404.18078379630396,399.1080031064477,401.9427949938379,52925
2026-01-08,390.7030944824219,403.58397533809796,387.91805392941023,401.8433174037993,104458
2026-01-09,382.6960754394531,390.752840993322,380.5575589315822,390.70308969729496,86759
2026-01-12,384.5859375,388.26619790570305,373.6944101752288,382.94475177760063,233147
2026-01-13,391.5485534667969,393.93573536205355,379.6126136358487,379.6126136358487,112571
2026-01-14,388.7635192871094,391.89669747261985,386.9233891290587,390.9020358039076,51850
2026-01-15,388.7635192871094,388.7635192871094,388.7635192871094,388.7635192871094,0
2026-01-16,383.2431335449219,389.80790671041194,381.9500855014966,385.92873222547047,66700
2026-01-19,374.4901123046875,387.9180446184014,372.99811982538597,387.9180446184014,78672
2026-01-20,373.0478515625,376.9767773468999,366.5825506317484,374.19173678013465,152668
2026-01-21,372.4013366699219,375.9821248825941,364.8916529311969,373.0478607079137,88433
2026-01-22,373.69439697265625,376.67838194601893,370.7104119992935,375.88263440699,66615
2026-01-23,368.0745544433594,376.4794580529875,364.24513113527223,373.7441383445444,102127
2026-01-27,366.0354919433594,373.3959821778091,360.3161873817444,368.07453621041697,193028
2026-01-28,382.6463623046875,385.4314028804087,365.53816918335536,366.0355000257817,155032
2026-01-29,372.94842529296875,381.90038080266316,371.5061536523179,379.9110573560644,60645
2026-01-30,379.0158386230469,383.8399540660045,369.0195004166985,372.8986750779083,65934
2026-02-02,381.5024719238281,382.94474348922506,370.4617516550138,379.11528998339975,59865
2026-02-03,388.5148620605469,419.946177525417,383.0442227672983,392.8913674242125,260908
2026-02-04,368.9200134277344,372.94841147059475,354.3979467348532,354.3979467348532,933003
2026-02-05,372.8986511230469,375.83291516867985,364.09588934081296,368.969755769785,248659
2026-02-06,372.6499938964844,375.6837302459463,369.3178711836432,373.5949346382947,103223
2026-02-09,377.1499938964844,380.04998779296875,374.8999938964844,380.0,123205
2026-02-10,379.5,387.5,376.29998779296875,378.0,130811
2026-02-11,375.25,379.95001220703125,373.5,379.5,108792
2026-02-12,375.1499938964844,377.6000061035156,372.54998779296875,376.6499938964844,58730
2026-02-13,371.70001220703125,374.45001220703125,367.1000061035156,371.0,87618
2026-02-16,371.8500061035156,374.20001220703125,365.6000061035156,370.0,126896
2026-02-17,374.54998779296875,377.79998779296875,371.70001220703125,371.8500061035156,44518
2026-02-18,374.25,376.3999938964844,371.75,374.8999938964844,79635
2026-02-19,370.6499938964844,376.0,369.1000061035156,373.3999938964844,93552
2026-02-20,372.29998779296875,374.79998779296875,366.04998779296875,370.6499938964844,95155
2026-02-23,371.29998779296875,375.70001220703125,369.20001220703125,372.54998779296875,105522
2026-02-24,369.5,371.8999938964844,367.6499938964844,369.04998779296875,71369
2026-02-25,369.70001220703125,372.45001220703125,367.0,369.8500061035156,60673
2026-02-26,369.3999938964844,373.1499938964844,367.1000061035156,371.3999938964844,94116
2026-02-27,367.0,371.0,366.04998779296875,370.0,83509
2026-03-02,357.29998779296875,361.95001220703125,350.0,350.0,127799
2026-03-04,360.45001220703125,362.8500061035156,349.54998779296875,351.1000061035156,169116
2026-03-05,360.79998779296875,364.79998779296875,355.79998779296875,360.45001220703125,69173
2026-03-06,357.1000061035156,362.70001220703125,356.1000061035156,360.79998779296875,52509
2026-03-09,348.95001220703125,356.5,344.54998779296875,356.5,140418
2026-03-10,353.45001220703125,356.0,347.0,349.0,243571
2026-03-11,352.75,362.45001220703125,349.75,353.45001220703125,155003
2026-03-12,356.45001220703125,358.75,345.0,353.1499938964844,85129
2026-03-13,347.75,358.04998779296875,346.1000061035156,355.0,92297
2026-03-16,339.1000061035156,349.0,335.5,349.0,143942
2026-03-17,334.1499938964844,344.5,332.8999938964844,337.1000061035156,132179
2026-03-18,341.1499938964844,349.8999938964844,332.8500061035156,336.0,127988
2026-03-19,337.6000061035156,357.0,334.1000061035156,336.0,297599
2026-03-20,343.1499938964844,348.0,338.29998779296875,340.0,100847
2026-03-23,327.6000061035156,344.70001220703125,325.6000061035156,344.70001220703125,148425
2026-03-24,335.45001220703125,339.20001220703125,327.95001220703125,333.0,111033
2026-03-25,341.1000061035156,348.0,335.70001220703125,338.79998779296875,119376
2026-03-27,330.70001220703125,345.8500061035156,328.8500061035156,345.0,206142
2026-03-30,319.75,333.0,318.95001220703125,328.0,195625
2026-04-01,346.3999938964844,348.6499938964844,322.04998779296875,330.0,174275
2026-04-02,352.70001220703125,354.6000061035156,335.54998779296875,340.0,104633
2026-04-06,354.95001220703125,357.0,345.29998779296875,351.0,80931
2026-04-07,356.8999938964844,362.8999938964844,350.0,355.0,84986
2026-04-08,361.54998779296875,369.0,355.8999938964844,369.0,160044
2026-04-09,357.6499938964844,367.8500061035156,356.1499938964844,364.75,88052
2026-04-10,355.1000061035156,363.0,353.0,359.95001220703125,240989
2026-04-13,352.8999938964844,356.3500061035156,343.5,350.25,135875
2026-04-15,365.29998779296875,367.5,356.5,359.29998779296875,132552
2026-04-16,368.3999938964844,374.0,363.29998779296875,367.70001220703125,151850
2026-04-17,373.20001220703125,376.8999938964844,366.0,366.0,117361
2026-04-20,365.20001220703125,375.45001220703125,362.6000061035156,375.0,214038
2026-04-21,361.6000061035156,368.29998779296875,361.25,365.20001220703125,85037
2026-04-22,366.95001220703125,368.95001220703125,360.8500061035156,364.0,114656
2026-04-23,371.95001220703125,379.0,367.25,368.95001220703125,252315
2026-04-24,366.70001220703125,374.20001220703125,363.25,371.04998779296875,111576
2026-04-27,381.79998779296875,385.29998779296875,366.70001220703125,369.6000061035156,226106
2026-04-28,379.45001220703125,384.70001220703125,375.8999938964844,380.79998779296875,119581
2026-04-29,373.3500061035156,384.6000061035156,371.0,381.70001220703125,94778
2026-04-30,376.29998779296875,378.79998779296875,370.0,372.70001220703125,89293
2026-05-01,376.29998779296875,376.29998779296875,376.29998779296875,376.29998779296875,0
2026-05-04,395.8500061035156,399.0,377.29998779296875,380.0,457004
2026-05-05,391.3500061035156,398.79998779296875,388.1499938964844,398.0,173185
2026-05-06,400.45001220703125,402.45001220703125,390.5,394.8500061035156,206280
2026-05-07,397.6499938964844,402.0,392.3999938964844,400.45001220703125,111065
2026-05-08,387.8999938964844,399.8999938964844,385.1000061035156,395.25,132473
2026-05-11,383.8999938964844,389.8999938964844,378.0,387.95001220703125,122338
2026-05-12,371.95001220703125,386.0,370.5,383.8999938964844,97129
2026-05-13,367.8500061035156,376.70001220703125,360.3500061035156,372.0,224169
2026-05-14,362.3500061035156,375.8999938964844,358.6000061035156,375.0,152139
2026-05-15,367.75,374.79998779296875,360.0,366.0,207078
2026-05-18,365.8999938964844,367.0,356.1000061035156,365.0,148957
2026-05-19,378.3500061035156,381.70001220703125,363.0,365.8999938964844,214964
2026-05-20,381.6499938964844,386.3999938964844,370.1000061035156,375.29998779296875,181338
2026-05-21,380.3999938964844,384.95001220703125,378.29998779296875,384.95001220703125,51470
2026-05-22,389.95001220703125,393.45001220703125,373.5,379.3500061035156,199042
2026-05-25,394.45001220703125,399.0,388.6000061035156,393.0,137035
2026-05-26,394.3999938964844,407.20001220703125,390.79998779296875,398.3999938964844,347175
2026-05-27,390.8999938964844,398.8999938964844,390.0,394.0,99307
2026-05-28,390.8999938964844,390.8999938964844,390.8999938964844,390.8999938964844,0
2026-05-29,380.3999938964844,393.75,377.5,388.75,113580
2026-06-01,382.8999938964844,391.04998779296875,379.0,385.8999938964844,78856
2026-06-02,380.79998779296875,383.0,378.0,379.5,69080
2026-06-03,378.3999938964844,384.1000061035156,372.54998779296875,382.6000061035156,57062
2026-06-04,374.8500061035156,382.5,373.1000061035156,374.25,87850
2026-06-05,376.8500061035156,381.6499938964844,373.0,376.0,106175
2026-06-08,366.04998779296875,381.1499938964844,365.0,373.0,86910
2026-06-09,376.1000061035156,379.8500061035156,365.1499938964844,365.6000061035156,158021
2026-06-10,371.8999938964844,380.8999938964844,370.20001220703125,377.95001220703125,66283
2026-06-11,367.75,373.45001220703125,365.29998779296875,372.0,57191
2026-06-12,371.70001220703125,375.0,368.1000061035156,375.0,141724
2026-06-15,375.3999938964844,379.0,370.1000061035156,378.0,235592
2026-06-16,371.29998779296875,380.8500061035156,370.0,377.54998779296875,146991
2026-06-17,367.70001220703125,375.0,367.0,375.0,73005
2026-06-18,370.1499938964844,383.5,366.79998779296875,369.8500061035156,247953
2026-06-19,370.3500061035156,375.8999938964844,368.20001220703125,372.3500061035156,135646
2026-06-22,376.3999938964844,378.3999938964844,370.0,371.1499938964844,272482
2026-06-23,375.29998779296875,385.20001220703125,372.0,377.45001220703125,375301
2026-06-24,372.45001220703125,378.95001220703125,368.54998779296875,373.20001220703125,166865
2026-06-25,372.70001220703125,377.3999938964844,371.3500061035156,374.0,104310
2026-06-26,372.70001220703125,372.70001220703125,372.70001220703125,372.70001220703125,0
2026-06-29,373.45001220703125,379.0,370.6499938964844,372.70001220703125,87100
2026-06-30,377.8999938964844,390.8500061035156,369.0,373.8999938964844,469785
2026-07-01,375.54998779296875,385.0,374.79998779296875,377.5,122241
2026-07-02,384.45001220703125,388.0,376.1000061035156,376.1000061035156,152506
2026-07-03,386.6000061035156,394.8500061035156,383.75,385.95001220703125,191215
2026-07-06,379.70001220703125,388.25,377.54998779296875,387.0,88300
2026-07-07,388.95001220703125,392.5,378.29998779296875,382.0,208159
2026-07-08,387.1000061035156,398.5,382.0,385.0,271147
2026-07-09,395.3500061035156,405.0,386.8999938964844,390.95001220703125,311711
2026-07-10,396.79998779296875,401.6499938964844,395.0,399.6499938964844,76806
2026-07-13,395.70001220703125,401.8500061035156,392.0,396.75,109714
2026-07-14,405.70001220703125,413.8999938964844,395.8999938964844,396.1000061035156,553496
